Storm type,Date_Time,Year,Latitude,Longitude,State,TYPE2
hail,29/04/1980 14:00,1980,-33.8834,150.35,NSW,hail
hail,15/12/1980 14:00,1980,-28.5,153.3,NSW,hail
hail,10/10/1981 14:00,1981,-33.4833,150.1667,NSW,hail
hail,18/12/1981 14:00,1981,-33.8834,151.2167,NSW,hail
hail,6/01/1982 14:00,1982,-30.6333,151.5,NSW,hail
hail,6/01/1982 14:00,1982,-33.0833,151.6333,NSW,hail
hail,31/01/1982 4:00,1982,-33.7167,150.3167,NSW,hail
hail,31/01/1982 4:16,1982,-32.1667,150.8834,NSW,hail
hail,11/12/1982 14:00,1982,-29.7333,151.7333,NSW,hail
hail,2/02/1983 14:00,1983,-33.7167,150.3167,NSW,hail
hail,14/02/1983 14:00,1983,-32.15,150.35,NSW,hail
hail,16/02/1983 14:00,1983,-32.4,149.8834,NSW,hail
hail,28/08/1983 14:00,1983,-33.8834,151.2167,NSW,hail
hail,15/09/1983 10:00,1983,-35,146,NSW,hail
hail,29/09/1983 5:00,1983,-33.8834,151,NSW,hail
hail,3/10/1983 5:00,1983,-33.95,149.5333,NSW,hail
hail,9/12/1983 14:00,1983,-33.7,150.5667,NSW,hail
hail,10/12/1983 4:30,1983,-30.5167,151.6667,NSW,hail
hail,1/01/1984 14:00,1984,-33.8834,151.2167,NSW,hail
hail,8/01/1984 4:00,1984,-33.5,151,NSW,hail
hail,8/11/1984 14:00,1984,-33.8667,151.2,NSW,hail
hail,10/12/1984 14:00,1984,-34.3167,148.3,NSW,hail
hail,10/12/1984 14:00,1984,-33.2833,149.1,NSW,hail
hail,26/12/1984 5:00,1984,-31.45,152.9167,NSW,hail
hail,16/10/1985 14:00,1985,-34.4333,150.8834,NSW,hail
hail,26/11/1985 14:00,1985,-33.8834,151.2167,NSW,hail
hail,4/12/1985 14:00,1985,-37.2667,150.05,NSW,hail
hail,13/12/1985 14:00,1985,-30.5167,151.6667,NSW,hail
hail,15/12/1985 14:00,1985,-34,151,NSW,hail
hail,31/12/1985 14:00,1985,-34.05,150.7,NSW,hail
hail,21/01/1986 14:00,1986,-33.2833,149.1,NSW,hail
hail,5/02/1986 4:00,1986,-33.8834,151,NSW,hail
hail,5/02/1986 14:00,1986,-33.8667,151.2,NSW,hail
hail,22/02/1986 10:30,1986,-32.8334,151.35,NSW,hail
hail,25/02/1986 3:30,1986,-33.4167,149.5833,NSW,hail
hail,3/08/1986 18:30,1986,-33.5667,150.6667,NSW,hail
hail,3/10/1986 2:00,1986,-33.8834,151.2167,NSW,hail
hail,8/10/1986 14:00,1986,-30,150.5,NSW,hail
hail,18/11/1986 0:00,1986,-34.85,148.9167,NSW,hail
hail,4/01/1987 5:00,1987,-33.8834,151.2167,NSW,hail
hail,9/11/1987 11:00,1987,-32.25,148.6167,NSW,hail
hail,20/11/1987 3:30,1987,-31,150.9334,NSW,hail
hail,9/12/1987 14:00,1987,-33.8334,150.9834,NSW,hail
hail,19/01/1988 7:00,1988,-33.2833,149.1,NSW,hail
hail,19/01/1988 7:30,1988,-31.0833,150.9334,NSW,hail
hail,21/01/1988 3:30,1988,-34,151,NSW,hail
hail,30/01/1988 14:00,1988,-32.1667,151.5833,NSW,hail
hail,15/06/1988 6:30,1988,-33.6833,151.3,NSW,hail
hail,27/09/1988 7:00,1988,-30.3333,149.7833,NSW,hail
hail,20/11/1988 14:00,1988,-34,150.6,NSW,hail
hail,21/11/1988 4:00,1988,-32.9334,151.7667,NSW,hail
hail,21/11/1988 5:00,1988,-29.4667,150,NSW,hail
hail,21/11/1988 7:30,1988,-33.85,150.9334,NSW,hail
hail,23/11/1988 2:50,1988,-34.4833,150.4167,NSW,hail
hail,24/11/1988 3:00,1988,-29.1167,153.4333,NSW,hail
hail,24/11/1988 4:30,1988,-28.2667,153.55,NSW,hail
hail,25/11/1988 14:00,1988,-34.0333,150.7,NSW,hail
hail,26/11/1988 7:00,1988,-28.8667,153.05,NSW,hail
hail,31/01/1989 5:45,1989,-28.7333,152.6167,NSW,hail
hail,9/03/1989 7:00,1989,-33.8667,151.2,NSW,hail
hail,12/03/1989 4:00,1989,-33.7333,150.45,NSW,hail
hail,12/03/1989 4:00,1989,-33.75,150.7,NSW,hail
hail,12/03/1989 6:00,1989,-35.2833,149.1333,NSW,hail
hail,16/10/1989 4:50,1989,-29.5667,151.15,NSW,hail
hail,16/10/1989 5:00,1989,-30.6667,151.6667,NSW,hail
hail,17/10/1989 4:15,1989,-30.1667,151.0667,NSW,hail
hail,23/10/1989 8:00,1989,-29.1167,150.4833,NSW,hail
hail,3/11/1989 4:20,1989,-30.3833,150.6167,NSW,hail
hail,5/11/1989 14:00,1989,-29.15,150.3,NSW,hail
hail,6/11/1989 4:30,1989,-32.75,151.1,NSW,hail
hail,6/11/1989 6:45,1989,-29.8,151.2833,NSW,hail
hail,17/11/1989 5:20,1989,-33.8834,151.2167,NSW,hail
hail,17/11/1989 6:30,1989,-32.8167,151.8333,NSW,hail
hail,21/12/1989 5:14,1989,-30.4,152.35,NSW,hail
hail,22/12/1989 8:15,1989,-29.7333,151.7333,NSW,hail
hail,26/12/1989 6:30,1989,-29.65,151.2167,NSW,hail
hail,26/12/1989 7:00,1989,-29.7333,150.95,NSW,hail
hail,26/12/1989 7:10,1989,-29.6833,150.9334,NSW,hail
hail,26/12/1989 8:15,1989,-29.65,151.2167,NSW,hail
hail,7/01/1990 6:00,1990,-30.5167,151.6667,NSW,hail
hail,7/01/1990 7:30,1990,-30.4667,151.3667,NSW,hail
hail,7/01/1990 8:15,1990,-30.2167,151.6667,NSW,hail
hail,13/01/1990 6:00,1990,-33.7833,150.3833,NSW,hail
hail,13/01/1990 7:45,1990,-36.2333,149.1333,NSW,hail
hail,29/01/1990 7:30,1990,-29.85,151.1167,NSW,hail
hail,7/02/1990 6:30,1990,-33.0333,149.4167,NSW,hail
hail,7/02/1990 9:45,1990,-32.25,148.6167,NSW,hail
hail,8/02/1990 6:00,1990,-34.5167,148.9,NSW,hail
hail,8/02/1990 6:00,1990,-33.4167,148.8167,NSW,hail
hail,8/02/1990 14:00,1990,-35.5333,148.15,NSW,hail
hail,9/02/1990 2:40,1990,-33.0833,149.6833,NSW,hail
hail,9/02/1990 9:30,1990,-30.9834,151.5833,NSW,hail
hail,10/02/1990 3:00,1990,-30.3,153.1333,NSW,hail
hail,10/02/1990 3:00,1990,-33.7667,151.0167,NSW,hail
hail,13/02/1990 5:00,1990,-29.3167,151.1,NSW,hail
hail,13/02/1990 7:40,1990,-29.6833,152.9334,NSW,hail
hail,5/03/1990 5:30,1990,-34.05,150.7,NSW,hail
hail,6/03/1990 4:00,1990,-34.55,150.3833,NSW,hail
hail,6/03/1990 4:15,1990,-33.5833,150.8667,NSW,hail
hail,6/03/1990 4:30,1990,-33.6,150.75,NSW,hail
hail,6/03/1990 5:25,1990,-33.6167,150.8167,NSW,hail
hail,6/03/1990 5:40,1990,-33.3,151.2333,NSW,hail
hail,6/03/1990 7:05,1990,-33.3167,151.2333,NSW,hail
hail,6/03/1990 8:00,1990,-32.7667,152.1667,NSW,hail
hail,6/03/1990 14:00,1990,-28.55,153.5,NSW,hail
hail,7/03/1990 2:50,1990,-28.4,153.1833,NSW,hail
hail,7/03/1990 4:10,1990,-28.8667,153.05,NSW,hail
hail,7/03/1990 5:00,1990,-28.6667,153.2833,NSW,hail
hail,7/03/1990 14:00,1990,-28.9834,152.85,NSW,hail
hail,18/03/1990 5:00,1990,-33.8667,151.2,NSW,hail
hail,23/07/1990 18:00,1990,-34.05,150.8333,NSW,hail
hail,21/09/1990 14:00,1990,-29.55,152.1333,NSW,hail
hail,9/10/1990 4:15,1990,-31.0833,150.9334,NSW,hail
hail,9/10/1990 5:00,1990,-28.9,150.7667,NSW,hail
hail,11/10/1990 4:15,1990,-33.35,151.5,NSW,hail
hail,11/10/1990 5:00,1990,-33.8667,151.2,NSW,hail
hail,11/10/1990 6:45,1990,-31.0833,152.8333,NSW,hail
hail,15/10/1990 16:22,1990,-30.2167,151.6667,NSW,hail
hail,21/10/1990 6:51,1990,-35.1167,147.3667,NSW,hail
hail,1/11/1990 6:00,1990,-33.8667,151.2,NSW,hail
hail,3/11/1990 8:15,1990,-34.8834,150.6,NSW,hail
hail,3/11/1990 14:40,1990,-33.7667,148.65,NSW,hail
hail,4/11/1990 3:00,1990,-29.5333,150.5833,NSW,hail
hail,4/11/1990 6:00,1990,-30.0667,151.9,NSW,hail
hail,9/11/1990 4:55,1990,-33.8667,151.2,NSW,hail
hail,28/11/1990 14:00,1990,-32.4,151.75,NSW,hail
hail,10/12/1990 1:35,1990,-33.0333,151.6667,NSW,hail
hail,10/12/1990 1:55,1990,-32.9334,151.7667,NSW,hail
hail,10/12/1990 6:00,1990,-34.6667,150.8834,NSW,hail
hail,10/12/1990 7:33,1990,-34.4333,150.8834,NSW,hail
hail,10/12/1990 9:40,1990,-33.8667,151.2,NSW,hail
hail,16/12/1990 6:00,1990,-34.5833,150.6167,NSW,hail
hail,16/12/1990 6:00,1990,-34.5,150.7833,NSW,hail
hail,16/12/1990 7:15,1990,-34.5,150.7833,NSW,hail
hail,22/12/1990 6:30,1990,-28.7333,152.6167,NSW,hail
hail,11/01/1991 2:45,1991,-33.4833,150.1667,NSW,hail
hail,16/01/1991 4:30,1991,-30.75,150.7167,NSW,hail
hail,19/01/1991 7:00,1991,-30.7,150.05,NSW,hail
hail,20/01/1991 3:10,1991,-33.6,150.75,NSW,hail
hail,20/01/1991 5:00,1991,-31.8667,152.3667,NSW,hail
hail,20/01/1991 14:00,1991,-33.6833,150.2833,NSW,hail
hail,21/01/1991 1:30,1991,-35.2167,147.5167,NSW,hail
hail,21/01/1991 4:45,1991,-33.667,151.183,NSW,hail
hail,21/01/1991 5:15,1991,-33.917,151.567,NSW,hail
hail,21/01/1991 5:45,1991,-33.733,151.133,NSW,hail
hail,21/01/1991 5:45,1991,-33.733,151.1,NSW,hail
hail,21/01/1991 6:00,1991,-33.567,151.317,NSW,hail
hail,23/01/1991 14:00,1991,-34.8667,147.5833,NSW,hail
hail,12/02/1991 3:50,1991,-31.2667,149.0667,NSW,hail
hail,11/03/1991 5:10,1991,-33.9334,150.95,NSW,hail
hail,15/03/1991 4:50,1991,-32.2333,148.25,NSW,hail
hail,15/03/1991 7:45,1991,-36.2333,149.1333,NSW,hail
hail,20/03/1991 8:00,1991,-32.0167,151.9667,NSW,hail
hail,26/09/1991 5:15,1991,-33.6667,151.3167,NSW,hail
hail,25/10/1991 2:00,1991,-33.2833,151.4333,NSW,hail
hail,31/10/1991 6:30,1991,-28.9834,149,NSW,hail
hail,8/11/1991 7:00,1991,-35.2667,150.5,NSW,hail
hail,20/11/1991 3:45,1991,-33.7333,151.2333,NSW,hail
hail,29/11/1991 3:00,1991,-33.7667,151.3167,NSW,hail
hail,30/11/1991 5:00,1991,-28.25,153.6,NSW,hail
hail,18/12/1991 6:25,1991,-29.2833,152.9834,NSW,hail
hail,20/12/1991 7:00,1991,-32.1667,151.5833,NSW,hail
hail,21/12/1991 0:15,1991,-29.9334,151.7333,NSW,hail
hail,21/12/1991 1:30,1991,-29.7667,151.2333,NSW,hail
hail,21/12/1991 4:05,1991,-28.3667,153.2,NSW,hail
hail,21/12/1991 4:25,1991,-32.8,149.0833,NSW,hail
hail,21/12/1991 14:00,1991,-28.2667,153.6,NSW,hail
hail,28/12/1991 14:00,1991,-29.5667,151.8667,NSW,hail
hail,29/12/1991 14:00,1991,-29.3167,151.1,NSW,hail
hail,30/12/1991 12:40,1991,-29.4667,149.85,NSW,hail
hail,3/01/1992 8:00,1992,-33.7,150.5667,NSW,hail
hail,3/01/1992 8:14,1992,-33.6167,150.8167,NSW,hail
hail,4/01/1992 6:45,1992,-28.25,153.6,NSW,hail
hail,7/01/1992 14:00,1992,-29.5833,152.7333,NSW,hail
hail,7/01/1992 14:00,1992,-29.4667,153.2,NSW,hail
hail,21/01/1992 8:30,1992,-31.2667,149.2833,NSW,hail
hail,22/01/1992 7:00,1992,-30.65,151.5,NSW,hail
hail,12/02/1992 6:44,1992,-33.8,150.95,NSW,hail
hail,22/02/1992 4:15,1992,-33.6,151.2167,NSW,hail
hail,22/02/1992 9:00,1992,-30.65,151.5,NSW,hail
hail,3/03/1992 14:00,1992,-32.25,148.6167,NSW,hail
hail,22/03/1992 5:00,1992,-30.1667,151.0667,NSW,hail
hail,4/10/1992 5:10,1992,-31.2667,149.2833,NSW,hail
hail,26/10/1992 3:30,1992,-29.6833,152.9334,NSW,hail
hail,27/10/1992 14:00,1992,-32.6,149.5833,NSW,hail
hail,28/10/1992 6:30,1992,-33.2,149.45,NSW,hail
hail,28/10/1992 7:55,1992,-33.2,149.4333,NSW,hail
hail,2/11/1992 7:15,1992,-31.3167,152.45,NSW,hail
hail,3/11/1992 7:00,1992,-31.45,151.1167,NSW,hail
hail,4/11/1992 3:27,1992,-31.1833,151.0833,NSW,hail
hail,4/11/1992 8:15,1992,-34.05,150.8333,NSW,hail
hail,18/11/1992 7:45,1992,-32.2333,148.25,NSW,hail
hail,19/11/1992 6:00,1992,-31.9667,141.45,NSW,hail
hail,19/11/1992 6:50,1992,-30.9834,144.2333,NSW,hail
hail,20/11/1992 2:25,1992,-33.7667,150.6167,NSW,hail
hail,20/11/1992 3:00,1992,-33.6,150.75,NSW,hail
hail,20/11/1992 4:50,1992,-32.8334,151.35,NSW,hail
hail,24/11/1992 4:30,1992,-35.35,150.4833,NSW,hail
hail,25/11/1992 2:00,1992,-29.5667,152.15,NSW,hail
hail,25/11/1992 3:15,1992,-29.6833,152.9334,NSW,hail
hail,28/11/1992 14:00,1992,-33.7167,150.6,NSW,hail
hail,29/11/1992 11:45,1992,-29.6833,152.4333,NSW,hail
hail,4/12/1992 4:45,1992,-31.7,147.8333,NSW,hail
hail,4/12/1992 14:00,1992,-33.8,151.1,NSW,hail
hail,5/12/1992 2:40,1992,-29.4667,149.85,NSW,hail
hail,5/12/1992 3:30,1992,-29.7667,151.1167,NSW,hail
hail,6/12/1992 3:45,1992,-30.5833,153,NSW,hail
hail,7/12/1992 4:20,1992,-32.0167,151,NSW,hail
hail,8/12/1992 1:50,1992,-30.9334,151.1167,NSW,hail
hail,8/12/1992 4:30,1992,-28.6833,153.3167,NSW,hail
hail,8/12/1992 5:30,1992,-29.7667,151.1167,NSW,hail
hail,8/12/1992 6:00,1992,-28.7833,153.35,NSW,hail
hail,13/12/1992 6:00,1992,-32.3667,149.95,NSW,hail
hail,13/12/1992 6:30,1992,-32.2333,150.3167,NSW,hail
hail,14/12/1992 3:20,1992,-33.35,151.5,NSW,hail
hail,14/12/1992 5:05,1992,-30.3,151.0833,NSW,hail
hail,14/12/1992 7:05,1992,-30.8167,150.8333,NSW,hail
hail,14/12/1992 11:00,1992,-29.5333,151.5,NSW,hail
hail,5/01/1993 6:10,1993,-31.0833,150.9334,NSW,hail
hail,6/01/1993 3:00,1993,-34.55,150.3833,NSW,hail
hail,6/01/1993 4:00,1993,-34.4333,150.8834,NSW,hail
hail,6/01/1993 7:00,1993,-33.8667,150.8333,NSW,hail
hail,8/01/1993 7:15,1993,-29.6833,152.9334,NSW,hail
hail,13/01/1993 7:05,1993,-30.9834,150.8834,NSW,hail
hail,23/01/1993 5:20,1993,-30.8167,152.5167,NSW,hail
hail,24/01/1993 10:00,1993,-31.9667,141.45,NSW,hail
hail,25/01/1993 0:00,1993,-30.85,143.0833,NSW,hail
hail,27/01/1993 8:15,1993,-32.4,151.9667,NSW,hail
hail,28/01/1993 7:00,1993,-30.25,151.8167,NSW,hail
hail,5/02/1993 8:30,1993,-30.8167,150.8333,NSW,hail
hail,12/02/1993 3:25,1993,-32.2333,150.3167,NSW,hail
hail,17/02/1993 4:40,1993,-31.35,149.8333,NSW,hail
hail,26/02/1993 4:40,1993,-31.3333,149.3333,NSW,hail
hail,6/03/1993 8:00,1993,-36.4167,148.6167,NSW,hail
hail,7/03/1993 7:50,1993,-33.8834,150.7333,NSW,hail
hail,9/03/1993 4:15,1993,-30.9834,151.5833,NSW,hail
hail,9/03/1993 4:20,1993,-30.0667,151.5167,NSW,hail
hail,9/03/1993 6:30,1993,-31.2167,152.8333,NSW,hail
hail,24/03/1993 9:30,1993,-33.4833,150.1667,NSW,hail
hail,25/03/1993 3:00,1993,-34.75,149.7167,NSW,hail
hail,26/03/1993 6:00,1993,-33.6667,150.8834,NSW,hail
hail,26/03/1993 7:00,1993,-33.65,150.8333,NSW,hail
hail,28/03/1993 5:00,1993,-35.1,150.8,NSW,hail
hail,5/04/1993 7:00,1993,-35.2833,149.2167,NSW,hail
hail,18/10/1993 6:50,1993,-31.5,150.6667,NSW,hail
hail,18/10/1993 7:00,1993,-31.6667,150.3333,NSW,hail
hail,25/10/1993 2:20,1993,-33.3333,151.5,NSW,hail
hail,25/10/1993 4:30,1993,-33.4667,151.4167,NSW,hail
hail,25/10/1993 5:30,1993,-29.6667,151.1667,NSW,hail
hail,25/10/1993 6:00,1993,-30.8167,150.8333,NSW,hail
hail,25/10/1993 6:20,1993,-29.7667,151.1167,NSW,hail
hail,25/10/1993 7:00,1993,-31.5,150.6667,NSW,hail
hail,25/10/1993 7:00,1993,-31.0833,150.9334,NSW,hail
hail,25/10/1993 7:40,1993,-30.9334,151.1167,NSW,hail
hail,25/10/1993 9:00,1993,-30.5167,151.6667,NSW,hail
hail,25/10/1993 9:15,1993,-30.65,151.53,NSW,hail
hail,29/10/1993 1:20,1993,-30.3,153.1333,NSW,hail
hail,2/11/1993 6:15,1993,-32.2333,150.3167,NSW,hail
hail,2/11/1993 6:30,1993,-32.25,150.52,NSW,hail
hail,2/11/1993 7:20,1993,-31.3333,149.3333,NSW,hail
hail,2/11/1993 7:25,1993,-30.9834,150.3333,NSW,hail
hail,2/11/1993 7:30,1993,-31.53,150.83,NSW,hail
hail,9/11/1993 2:10,1993,-31.1667,151.3333,NSW,hail
hail,9/11/1993 3:55,1993,-28.5833,153.5833,NSW,hail
hail,13/11/1993 8:00,1993,-35.3333,149.25,NSW,hail
hail,14/11/1993 7:18,1993,-30.16,151.88,NSW,hail
hail,14/11/1993 9:00,1993,-29.6667,151.6667,NSW,hail
hail,17/11/1993 5:30,1993,-35.4167,145.6667,NSW,hail
hail,19/11/1993 7:00,1993,-33.6667,151,NSW,hail
hail,20/11/1993 6:00,1993,-30.65,151.5,NSW,hail
hail,24/11/1993 6:45,1993,-34.1667,150.6667,NSW,hail
hail,2/12/1993 6:30,1993,-31.1667,150.9834,NSW,hail
hail,4/12/1993 1:10,1993,-34.3333,150.8333,NSW,hail
hail,4/12/1993 5:30,1993,-32.6667,151.5833,NSW,hail
hail,13/12/1993 8:00,1993,-34.8334,147.5833,NSW,hail
hail,26/12/1993 2:50,1993,-34.5833,150.4167,NSW,hail
hail,26/12/1993 3:15,1993,-34.5,150.5,NSW,hail
hail,26/12/1993 7:00,1993,-33.3333,151.5,NSW,hail
hail,26/12/1993 7:30,1993,-33.3333,151.45,NSW,hail
hail,16/01/1994 14:44,1994,-33.76,150.6567,NSW,hail
hail,17/01/1994 5:00,1994,-34.0833,150.6667,NSW,hail
hail,17/01/1994 5:40,1994,-33.8667,151.2,NSW,hail
hail,17/01/1994 5:50,1994,-34.0833,151.0833,NSW,hail
hail,17/01/1994 8:30,1994,-32.5333,149.5333,NSW,hail
hail,17/01/1994 14:30,1994,-33.5833,150.5,NSW,hail
hail,17/01/1994 15:55,1994,-33.8667,151.2,NSW,hail
hail,19/01/1994 5:15,1994,-32.4167,150.8333,NSW,hail
hail,20/01/1994 6:05,1994,-32.8334,151.5,NSW,hail
hail,30/01/1994 6:10,1994,-35.7167,149.75,NSW,hail
hail,1/02/1994 7:05,1994,-33.5,151,NSW,hail
hail,7/02/1994 3:30,1994,-33.6,150.4167,NSW,hail
hail,7/02/1994 5:15,1994,-33.5833,150.5,NSW,hail
hail,25/02/1994 5:00,1994,-30.4167,151.5833,NSW,hail
hail,12/04/1994 3:50,1994,-33.8667,151.2,NSW,hail
hail,3/05/1994 3:10,1994,-33.1944,149.0083,NSW,hail
hail,9/09/1994 23:00,1994,-33.83,151.22,NSW,hail
hail,13/09/1994 3:30,1994,-30.65,151.6683,NSW,hail
hail,13/09/1994 7:15,1994,-35.62,150.38,NSW,hail
hail,13/09/1994 7:15,1994,-31.03,151.17,NSW,hail
hail,2/10/1994 6:20,1994,-29.7783,151.0833,NSW,hail
hail,2/10/1994 9:45,1994,-30.1583,151.6778,NSW,hail
hail,13/10/1994 5:00,1994,-31.633,152.85,NSW,hail
hail,13/10/1994 5:35,1994,-28.8556,153.5689,NSW,hail
hail,13/10/1994 13:20,1994,-30.583,153.083,NSW,hail
hail,20/10/1994 2:45,1994,-30.583,152.983,NSW,hail
hail,20/10/1994 3:30,1994,-31.0569,152.8319,NSW,hail
hail,20/10/1994 4:10,1994,-34.0628,150.8642,NSW,hail
hail,20/10/1994 4:45,1994,-31.0569,152.8319,NSW,hail
hail,20/10/1994 5:00,1994,-30.3439,152.7128,NSW,hail
hail,13/11/1994 7:20,1994,-30.9333,151.7167,NSW,hail
hail,20/11/1994 1:00,1994,-33.3222,147.865,NSW,hail
hail,20/11/1994 3:00,1994,-35.33,148.58,NSW,hail
hail,20/11/1994 6:50,1994,-33.58,151.38,NSW,hail
hail,25/11/1994 4:30,1994,-33.17,147.28,NSW,hail
hail,28/11/1994 8:08,1994,-35.245,147.3389,NSW,hail
hail,23/12/1994 3:00,1994,-34.62,150.03,NSW,hail
hail,24/12/1994 4:45,1994,-30.52,151.67,NSW,hail
hail,1/01/1995 5:30,1995,-33.72,150.78,NSW,hail
hail,6/01/1995 4:00,1995,-33.87,151.17,NSW,hail
hail,28/01/1995 5:30,1995,-31.68,145.48,NSW,hail
hail,29/01/1995 5:22,1995,-30.43,152.78,NSW,hail
hail,1/02/1995 4:00,1995,-32.41,147.55,NSW,hail
hail,1/02/1995 6:15,1995,-30.52,151.67,NSW,hail
hail,10/02/1995 5:05,1995,-34.46,149.73,NSW,hail
hail,22/02/1995 6:00,1995,-35.04,147.19,NSW,hail
hail,22/02/1995 8:00,1995,-36.44,148.33,NSW,hail
hail,19/03/1995 3:45,1995,-33.87,151.22,NSW,hail
hail,19/03/1995 4:50,1995,-30.1,153.1,NSW,hail
hail,19/03/1995 5:50,1995,-29.45,153.22,NSW,hail
hail,19/03/1995 7:40,1995,-29.45,153.22,NSW,hail
hail,26/03/1995 8:00,1995,-29.78,151.11,NSW,hail
hail,13/05/1995 10:15,1995,-33.72,149.78,NSW,hail
hail,25/05/1995 10:45,1995,-30.74,151.53,NSW,hail
hail,28/06/1995 22:50,1995,-30.74,151.53,NSW,hail
hail,1/10/1995 5:00,1995,-29.68,152.93,NSW,hail
hail,1/10/1995 5:50,1995,-29.4,153.3,NSW,hail
hail,22/10/1995 8:00,1995,-33.43,151.34,NSW,hail
hail,22/10/1995 8:45,1995,-33.43,151.34,NSW,hail
hail,28/10/1995 6:00,1995,-34,150.6,NSW,hail
hail,28/10/1995 6:00,1995,-34,150.7,NSW,hail
hail,28/10/1995 7:15,1995,-33.8,151,NSW,hail
hail,30/10/1995 6:00,1995,-31.46,152.73,NSW,hail
hail,30/10/1995 6:10,1995,-31.19,152.98,NSW,hail
hail,3/11/1995 6:45,1995,-28.86,153.57,NSW,hail
hail,5/11/1995 10:19,1995,-33.92,150.6,NSW,hail
hail,6/11/1995 0:15,1995,-30.88,153.03,NSW,hail
hail,18/11/1995 7:30,1995,-35.5,146.7,NSW,hail
hail,29/11/1995 6:25,1995,-32.73,151.56,NSW,hail
hail,30/11/1995 6:00,1995,-35.67,147.87,NSW,hail
hail,30/11/1995 6:00,1995,-34.82,147.2,NSW,hail
hail,5/12/1995 6:00,1995,-31.95,151.79,NSW,hail
hail,10/12/1995 5:00,1995,-31.03,150.27,NSW,hail
hail,15/12/1995 5:45,1995,-34.55,150.53,NSW,hail
hail,16/12/1995 4:25,1995,-32.9,151.48,NSW,hail
hail,16/12/1995 6:00,1995,-32.93,151.77,NSW,hail
hail,16/12/1995 6:30,1995,-28.82,153.32,NSW,hail
hail,16/12/1995 10:30,1995,-29.3,151.97,NSW,hail
hail,18/12/1995 4:05,1995,-30.33,149.78,NSW,hail
hail,18/12/1995 4:30,1995,-29.77,151.12,NSW,hail
hail,18/12/1995 4:40,1995,-30.8,151.43,NSW,hail
hail,27/12/1995 2:40,1995,-33.82,150.03,NSW,hail
hail,27/12/1995 4:25,1995,-34.49,150.4,NSW,hail
hail,27/12/1995 6:00,1995,-29.58,149.23,NSW,hail
hail,27/12/1995 8:59,1995,-31.26,151.02,NSW,hail
hail,28/12/1995 3:25,1995,-30.45,152.9,NSW,hail
hail,28/12/1995 4:00,1995,-29.68,152.93,NSW,hail
hail,28/12/1995 5:15,1995,-29.08,152.95,NSW,hail
hail,15/01/1996 7:00,1996,-32.97,150.67,NSW,hail
hail,18/01/1996 9:00,1996,-34.68,149.57,NSW,hail
hail,5/02/1996 5:05,1996,-33.43,151.34,NSW,hail
hail,5/02/1996 5:55,1996,-32.8,151.8,NSW,hail
hail,5/02/1996 6:25,1996,-30.72,151.53,NSW,hail
hail,5/02/1996 6:30,1996,-32.92,151.78,NSW,hail
hail,5/02/1996 6:40,1996,-33.7,150.57,NSW,hail
hail,5/02/1996 7:00,1996,-33.83,150.87,NSW,hail
hail,5/02/1996 8:00,1996,-29.8,151.12,NSW,hail
hail,28/02/1996 8:00,1996,-33.72,149.78,NSW,hail
hail,4/03/1996 4:15,1996,-35.15,149.37,NSW,hail
hail,4/03/1996 5:30,1996,-32.37,149.95,NSW,hail
hail,5/03/1996 8:15,1996,-35.25,147.34,NSW,hail
hail,11/04/1996 4:40,1996,-33.18,151.48,NSW,hail
hail,27/04/1996 6:45,1996,-30.82,152.51,NSW,hail
hail,13/05/1996 11:07,1996,-30.07,151.52,NSW,hail
hail,29/09/1996 1:00,1996,-32.37,149.95,NSW,hail
hail,29/09/1996 1:10,1996,-32.21,148.57,NSW,hail
hail,29/09/1996 3:30,1996,-32.12,149.03,NSW,hail
hail,29/09/1996 3:30,1996,-32,148.73,NSW,hail
hail,29/09/1996 4:10,1996,-32.32,150.76,NSW,hail
hail,29/09/1996 4:40,1996,-32.67,152.17,NSW,hail
hail,29/09/1996 5:00,1996,-32.72,151.65,NSW,hail
hail,29/09/1996 5:00,1996,-29.98,147.05,NSW,hail
hail,29/09/1996 5:20,1996,-32.65,149.62,NSW,hail
hail,29/09/1996 5:20,1996,-30.38,151.75,NSW,hail
hail,29/09/1996 5:30,1996,-30.72,151.67,NSW,hail
hail,29/09/1996 6:15,1996,-31.27,149.07,NSW,hail
hail,29/09/1996 7:07,1996,-29.62,149.38,NSW,hail
hail,29/09/1996 11:50,1996,-30.72,152.92,NSW,hail
hail,29/09/1996 12:30,1996,-30.34,151.72,NSW,hail
hail,28/10/1996 5:00,1996,-29.65,152.82,NSW,hail
hail,17/11/1996 4:50,1996,-32.48,149.5,NSW,hail
hail,17/11/1996 5:00,1996,-34.32,148.34,NSW,hail
hail,17/11/1996 5:00,1996,-34.75,148.33,NSW,hail
hail,24/11/1996 3:00,1996,-30.3,150.82,NSW,hail
hail,24/11/1996 3:00,1996,-29.7,151.69,NSW,hail
hail,6/12/1996 5:30,1996,-29.08,148.6,NSW,hail
hail,6/12/1996 6:25,1996,-31.28,149.28,NSW,hail
hail,10/12/1996 7:45,1996,-28.62,153,NSW,hail
hail,11/12/1996 3:00,1996,-33.7,150.56,NSW,hail
hail,11/12/1996 3:30,1996,-34.65,150.31,NSW,hail
hail,11/12/1996 5:30,1996,-32.57,151.16,NSW,hail
hail,11/12/1996 8:30,1996,-28.62,153,NSW,hail
hail,30/12/1996 0:30,1996,-31.28,149.28,NSW,hail
